,_id,product_name,product_searched,price,offer_details,discount_percent,EMI,rating,comment,customer_name,review_age
0,635e2538a9fe9005fc58e953,"APPLE iPhone 11 (Black, 64 GB)",iphone,"₹41,990","['Bank Offer10% off on Citi Credit Card EMI Transactions, up to ₹2,000. On orders of ₹5,000 and aboveT&C', 'Bank Offer10% off on Citi Debit Card Transactions, up to ₹1,500. On orders of ₹5,000 and aboveT&C', 'Special PriceGet extra ₹1910 off (price inclusive of cashback/coupon)T&C', 'View 4 more offers']",4% off,NO EMI Plans,5,Simply awesome,Flipkart Customer,"Nov, 2020"
1,635e2539a9fe9005fc58e955,"APPLE iPhone 11 (Black, 64 GB)",iphone,"₹41,990","['Bank Offer10% off on Citi Credit Card EMI Transactions, up to ₹2,000. On orders of ₹5,000 and aboveT&C', 'Bank Offer10% off on Citi Debit Card Transactions, up to ₹1,500. On orders of ₹5,000 and aboveT&C', 'Special PriceGet extra ₹1910 off (price inclusive of cashback/coupon)T&C', 'View 4 more offers']",4% off,NO EMI Plans,5,Perfect product!,Flipkart Customer,"Jun, 2020"
2,635e2539a9fe9005fc58e957,"APPLE iPhone 11 (Black, 64 GB)",iphone,"₹41,990","['Bank Offer10% off on Citi Credit Card EMI Transactions, up to ₹2,000. On orders of ₹5,000 and aboveT&C', 'Bank Offer10% off on Citi Debit Card Transactions, up to ₹1,500. On orders of ₹5,000 and aboveT&C', 'Special PriceGet extra ₹1910 off (price inclusive of cashback/coupon)T&C', 'View 4 more offers']",4% off,NO EMI Plans,4,Value-for-money,George Haokip,"Mar, 2021"
3,635e2539a9fe9005fc58e959,"APPLE iPhone 11 (Black, 64 GB)",iphone,"₹41,990","['Bank Offer10% off on Citi Credit Card EMI Transactions, up to ₹2,000. On orders of ₹5,000 and aboveT&C', 'Bank Offer10% off on Citi Debit Card Transactions, up to ₹1,500. On orders of ₹5,000 and aboveT&C', 'Special PriceGet extra ₹1910 off (price inclusive of cashback/coupon)T&C', 'View 4 more offers']",4% off,NO EMI Plans,5,Best in the market!,Manish Raghuvanshi,"Apr, 2021"
4,635e253aa9fe9005fc58e95b,"APPLE iPhone 11 (Black, 64 GB)",iphone,"₹41,990","['Bank Offer10% off on Citi Credit Card EMI Transactions, up to ₹2,000. On orders of ₹5,000 and aboveT&C', 'Bank Offer10% off on Citi Debit Card Transactions, up to ₹1,500. On orders of ₹5,000 and aboveT&C', 'Special PriceGet extra ₹1910 off (price inclusive of cashback/coupon)T&C', 'View 4 more offers']",4% off,NO EMI Plans,5,Worth every penny,Vamshi Chakrala,"Jan, 2020"
